"000:00:00.000","Info","2002-04-24 22:42:13","Service 'ymaze' : Execution start"
"000:00:00.000","Info","Subject Identification","3  4"
"000:00:00.000","Info","Apparatus","Zantiks Tank"
"000:00:00.000","Info","Unit ID","CCD0FD"
"000:00:30.608","Info","Arena",2,"Enter_Zone",3
"000:00:31.474","Info","Arena",2,"Exit_Zone",3
"000:00:31.474","Info","Arena",2,"Enter_Zone",4
"000:00:32.176","Info","Arena",2,"Exit_Zone",4
"000:00:32.176","Info","Arena",2,"Enter_Zone",1
"000:00:35.406","Info","Arena",2,"Exit_Zone",1
"000:00:35.406","Info","Arena",2,"Enter_Zone",4
"000:00:35.639","Info","Arena",2,"Exit_Zone",4
"000:00:35.639","Info","Arena",2,"Enter_Zone",3
"000:00:38.875","Info","Arena",2,"Exit_Zone",3
"000:00:38.875","Info","Arena",2,"Enter_Zone",4
"000:00:39.884","Info","Arena",2,"Exit_Zone",4
"000:00:39.884","Info","Arena",2,"Enter_Zone",1
"000:00:42.907","Info","Arena",2,"Exit_Zone",1
"000:00:42.907","Info","Arena",2,"Enter_Zone",4
"000:00:43.105","Info","Arena",2,"Exit_Zone",4
"000:00:43.105","Info","Arena",2,"Enter_Zone",3
"000:00:43.305","Info","Arena",1,"Enter_Zone",3
"000:00:46.640","Info","Arena",2,"Exit_Zone",3
"000:00:46.640","Info","Arena",2,"Enter_Zone",4
"000:00:47.146","Info","Arena",2,"Exit_Zone",4
"000:00:47.146","Info","Arena",2,"Enter_Zone",2
"000:00:50.325","Info","Arena",2,"Exit_Zone",2
"000:00:50.325","Info","Arena",2,"Enter_Zone",4
"000:00:50.594","Info","Arena",2,"Exit_Zone",4
"000:00:50.594","Info","Arena",2,"Enter_Zone",1
"000:00:53.766","Info","Arena",2,"Exit_Zone",1
"000:00:53.766","Info","Arena",2,"Enter_Zone",4
"000:00:54.502","Info","Arena",2,"Exit_Zone",4
"000:00:54.502","Info","Arena",2,"Enter_Zone",3
"000:00:56.517","Info","Arena",2,"Exit_Zone",3
"000:00:56.517","Info","Arena",2,"Enter_Zone",4
"000:00:57.213","Info","Arena",2,"Exit_Zone",4
"000:00:57.213","Info","Arena",2,"Enter_Zone",2
"000:00:57.484","Info","Arena",1,"Exit_Zone",3
"000:00:57.484","Info","Arena",1,"Enter_Zone",4
"000:00:57.665","Info","Arena",1,"Exit_Zone",4
"000:00:57.665","Info","Arena",1,"Enter_Zone",3
"000:00:57.801","Info","Arena",1,"Exit_Zone",3
"000:00:57.801","Info","Arena",1,"Enter_Zone",4
"000:00:58.798","Info","Arena",1,"Exit_Zone",4
"000:00:58.798","Info","Arena",1,"Enter_Zone",2
"000:00:59.900","Info","Arena",2,"Exit_Zone",2
"000:00:59.900","Info","Arena",2,"Enter_Zone",4
"000:01:00.511","Info","Arena",2,"Exit_Zone",4
"000:01:00.511","Info","Arena",2,"Enter_Zone",1
"000:01:03.702","Info","Arena",2,"Exit_Zone",1
"000:01:03.702","Info","Arena",2,"Enter_Zone",4
"000:01:03.837","Info","Arena",1,"Exit_Zone",2
"000:01:03.837","Info","Arena",1,"Enter_Zone",1
"000:01:04.005","Info","Arena",2,"Exit_Zone",4
"000:01:04.005","Info","Arena",2,"Enter_Zone",3
"000:01:06.370","Info","Arena",2,"Exit_Zone",3
"000:01:06.370","Info","Arena",2,"Enter_Zone",4
"000:01:06.568","Info","Arena",2,"Exit_Zone",4
"000:01:06.568","Info","Arena",2,"Enter_Zone",2
"000:01:08.735","Info","Arena",2,"Exit_Zone",2
"000:01:08.735","Info","Arena",2,"Enter_Zone",4
"000:01:08.968","Info","Arena",2,"Exit_Zone",4
"000:01:08.968","Info","Arena",2,"Enter_Zone",1
"000:01:12.034","Info","Arena",2,"Exit_Zone",1
"000:01:12.034","Info","Arena",2,"Enter_Zone",4
"000:01:13.266","Info","Arena",2,"Exit_Zone",4
"000:01:13.266","Info","Arena",2,"Enter_Zone",2
"000:01:16.704","Info","Arena",2,"Exit_Zone",2
"000:01:16.704","Info","Arena",2,"Enter_Zone",4
"000:01:17.028","Info","Arena",2,"Exit_Zone",4
"000:01:17.028","Info","Arena",2,"Enter_Zone",1
"000:01:21.010","Info","Arena",2,"Exit_Zone",1
"000:01:21.010","Info","Arena",2,"Enter_Zone",4
"000:01:21.436","Info","Arena",2,"Exit_Zone",4
"000:01:21.436","Info","Arena",2,"Enter_Zone",3
"000:01:22.322","Info","Arena",1,"Exit_Zone",1
"000:01:22.322","Info","Arena",1,"Enter_Zone",4
"000:01:23.477","Info","Arena",1,"Exit_Zone",4
"000:01:23.477","Info","Arena",1,"Enter_Zone",2
"000:01:24.348","Info","Arena",2,"Exit_Zone",3
"000:01:24.348","Info","Arena",2,"Enter_Zone",4
"000:01:24.715","Info","Arena",2,"Exit_Zone",4
"000:01:24.715","Info","Arena",2,"Enter_Zone",2
"000:01:25.646","Info","Arena",2,"Exit_Zone",2
"000:01:25.646","Info","Arena",2,"Enter_Zone",4
"000:01:25.877","Info","Arena",2,"Exit_Zone",4
"000:01:25.877","Info","Arena",2,"Enter_Zone",1
"000:01:27.461","Info","Arena",2,"Exit_Zone",1
"000:01:27.461","Info","Arena",2,"Enter_Zone",4
"000:01:27.690","Info","Arena",2,"Exit_Zone",4
"000:01:27.690","Info","Arena",2,"Enter_Zone",3
"000:01:30.436","Info","Arena",1,"Exit_Zone",2
"000:01:30.436","Info","Arena",1,"Enter_Zone",4
